Company,Brand,Product,Actual,Budgeted,Dummy,Month,Year, Price (US/ TT) , A&P 
Alstons Marketing Co,Clean & White,475ML,1800,2500,0,November,2021, $11.19 ," $1,206.65 "
Alstons Marketing Co,Clean & White,950ML,4312,5000,0,November,2021, $9.36 ," $1,206.65 "
Alstons Marketing Co,Clean & White,1.89L,5312,5500,0,December,2021, $8.49 , $910.59 
Alstons Marketing Co,Clean & White,3.78L,14352,8500,1,December,2021, $9.56 , $910.59 
Alstons Marketing Co,Clean & White,475ML,2880,2500,1,December,2021, $11.19 , $910.59 
Alstons Marketing Co,Clean & White,950ML,4592,4500,1,December,2021, $9.36 , $910.59 
Alstons Marketing Co,Hi Dee,1.89L,400,400,1,January,2021, $8.07 ,
Alstons Marketing Co,Hi Dee,3.78L,300,500,0,January,2021, $8.71 ,
Alstons Marketing Co,Hi Dee,475ML,100,100,1,January,2021, $9.36 ,
Alstons Marketing Co,Hi Dee,950ML,300,300,1,January,2021, $8.60 ,
Alstons Marketing Co,Hi Dee,1.89L,300,400,0,February,2021, $8.07 ,
Alstons Marketing Co,Hi Dee,3.78L,400,500,0,February,2021, $8.71 ,
Alstons Marketing Co,Hi Dee,475ML,0,100,0,February,2021, $9.36 ,
Alstons Marketing Co,Hi Dee,950ML,0,300,0,February,2021, $8.60 ,
Alstons Marketing Co,Hi Dee,1.89L,400,500,0,March,2021, $8.07 ,
Alstons Marketing Co,Hi Dee,3.78L,500,600,0,March,2021, $8.71 ,
Alstons Marketing Co,Hi Dee,475ML,100,100,1,March,2021, $9.36 ,
Alstons Marketing Co,Hi Dee,950ML,400,300,1,March,2021, $8.60 ,
Alstons Marketing Co,Hi Dee,1.89L,300,500,0,April,2021, $8.07 ,
Alstons Marketing Co,Hi Dee,3.78L,400,600,0,April,2021, $8.71 ,
Alstons Marketing Co,Hi Dee,475ML,300,100,1,April,2021, $9.36 ,
Alstons Marketing Co,Hi Dee,950ML,300,300,1,April,2021, $8.60 ,
Alstons Marketing Co,Hi Dee,1.89L,0,500,0,May ,2021, $8.07 ,
Alstons Marketing Co,Hi Dee,3.78L,0,600,0,May ,2021, $8.71 ,
Alstons Marketing Co,Hi Dee,475ML,0,100,0,May ,2021, $9.36 ,
Alstons Marketing Co,Hi Dee,950ML,0,300,0,May ,2021, $8.60 ,
Alstons Marketing Co,Hi Dee,1.89L,800,500,1,June,2021, $8.52 ,
Alstons Marketing Co,Hi Dee,3.78L,795,600,1,June,2021, $9.23 ,
Alstons Marketing Co,Hi Dee,475ML,250,100,1,June,2021, $10.37 ,
Alstons Marketing Co,Hi Dee,950ML,598,300,1,June,2021, $9.22 ,
Alstons Marketing Co,Hi Dee,1.89L,350,500,0,July,2021, $8.52 ,
Alstons Marketing Co,Hi Dee,3.78L,497,600,0,July,2021, $9.23 ,
Alstons Marketing Co,Hi Dee,475ML,180,100,1,July,2021, $10.37 ,
Alstons Marketing Co,Hi Dee,950ML,250,300,0,July,2021, $9.22 ,
Alstons Marketing Co,Hi Dee,1.89L,560,500,1,August,2021, $8.52 ,
Alstons Marketing Co,Hi Dee,3.78L,639,600,1,August,2021, $9.23 ,
Alstons Marketing Co,Hi Dee,475ML,0,100,0,August,2021, $10.37 ,
Alstons Marketing Co,Hi Dee,950ML,480,300,1,August,2021, $9.22 ,
Alstons Marketing Co,Hi Dee,1.89L,300,600,0,September,2021, $8.52 ,
Alstons Marketing Co,Hi Dee,3.78L,500,700,0,September,2021, $9.23 ,
Alstons Marketing Co,Hi Dee,475ML,150,100,1,September,2021, $10.37 ,
Alstons Marketing Co,Hi Dee,950ML,350,300,1,September,2021, $9.22 ,
Alstons Marketing Co,Hi Dee,1.89L,300,600,0,October,2021, $8.52 ,
Alstons Marketing Co,Hi Dee,3.78L,400,800,0,October,2021, $9.23 ,
Alstons Marketing Co,Hi Dee,475ML,70,100,0,October,2021, $10.37 ,
Alstons Marketing Co,Hi Dee,950ML,420,400,1,October,2021, $9.22 ,
Alstons Marketing Co,Hi Dee,1.89L,230,600,0,November,2021, $8.52 ,
Alstons Marketing Co,Hi Dee,3.78L,985,800,1,November,2021, $9.23 ,
Alstons Marketing Co,Hi Dee,475ML,30,100,0,November,2021, $10.37 ,
Alstons Marketing Co,Hi Dee,950ML,249,400,0,November,2021, $9.22 ,
Alstons Marketing Co,Hi Dee,1.89L,285,600,0,December,2021, $8.52 ,
Alstons Marketing Co,Hi Dee,3.78L,0,800,0,December,2021, $9.23 ,
Alstons Marketing Co,Hi Dee,475ML,0,100,0,December,2021, $10.37 ,
Alstons Marketing Co,Hi Dee,950ML,0,400,0,December,2021, $9.22 ,
Ansa McAl Trading Guyana Limited,Trinchloro,1.89L,4700,6000,1,January,2021, $6.60 , $307.00 
Ansa McAl Trading Guyana Limited,Trinchloro,3.78L,5480,7000,1,January,2021, $7.19 , $307.00 
Ansa McAl Trading Guyana Limited,Trinchloro,475ML,2501,4500,1,January,2021, $6.76 , $307.00 
Ansa McAl Trading Guyana Limited,Trinchloro,950ML,4195,5000,1,January,2021, $6.53 , $307.00 
Ansa McAl Trading Guyana Limited,Trinchloro,1.89L,5703,6000,1,February,2021, $6.60 , $996.83 
Ansa McAl Trading Guyana Limited,Trinchloro,3.78L,11490,7000,1,February,2021, $7.19 , $996.83 
Ansa McAl Trading Guyana Limited,Trinchloro,475ML,6104,4500,1,February,2021, $6.76 , $996.83 
Ansa McAl Trading Guyana Limited,Trinchloro,950ML,10299,5000,1,February,2021, $6.53 , $996.83 
Ansa McAl Trading Guyana Limited,Trinchloro,1.89L,7115,6000,1,March,2021, $6.60 ," $1,658.33 "
Ansa McAl Trading Guyana Limited,Trinchloro,3.78L,6251,7000,1,March,2021, $7.19 ," $1,658.33 "
Ansa McAl Trading Guyana Limited,Trinchloro,475ML,4970,4500,1,March,2021, $6.76 ," $1,658.33 "
Ansa McAl Trading Guyana Limited,Trinchloro,950ML,2170,5000,1,March,2021, $6.53 ," $1,658.33 "
Ansa McAl Trading Guyana Limited,Trinchloro,1.89L,6300,6000,1,April,2021, $6.60 ," $2,324.33 "
Ansa McAl Trading Guyana Limited,Trinchloro,3.78L,9959,7000,1,April,2021, $7.19 ," $2,324.33 "
Ansa McAl Trading Guyana Limited,Trinchloro,475ML,5300,4500,1,April,2021, $6.76 ," $2,324.33 "
Ansa McAl Trading Guyana Limited,Trinchloro,950ML,5477,5000,1,April,2021, $6.53 ," $2,324.33 "
Ansa McAl Trading Guyana Limited,Trinchloro,1.89L,3326,6000,1,May,2021, $6.60 , $236.00 
Ansa McAl Trading Guyana Limited,Trinchloro,3.78L,9100,7000,1,May,2021, $7.19 , $236.00 
Ansa McAl Trading Guyana Limited,Trinchloro,475ML,1500,4500,1,May,2021, $6.76 , $236.00 
Ansa McAl Trading Guyana Limited,Trinchloro,950ML,6285,5000,1,May,2021, $6.53 , $236.00 
Ansa McAl Trading Guyana Limited,Trinchloro,1.89L,5900,6000,1,June,2021, $6.60 ," $1,553.63 "
Ansa McAl Trading Guyana Limited,Trinchloro,3.78L,12750,7000,1,June,2021, $7.19 ," $1,553.63 "
Ansa McAl Trading Guyana Limited,Trinchloro,475ML,5509,4500,1,June,2021, $6.76 ," $1,553.63 "
Ansa McAl Trading Guyana Limited,Trinchloro,950ML,7988,5000,1,June,2021, $6.53 ," $1,553.63 "
Ansa McAl Trading Guyana Limited,Trinchloro,1.89L,6263,6000,1,July,2021, $6.60 , $281.13 
Ansa McAl Trading Guyana Limited,Trinchloro,3.78L,6300,7000,1,July,2021, $7.19 , $281.13 
Ansa McAl Trading Guyana Limited,Trinchloro,475ML,3200,4500,1,July,2021, $6.76 , $281.13 
Ansa McAl Trading Guyana Limited,Trinchloro,950ML,6500,5000,1,July,2021, $6.53 , $281.13 
Ansa McAl Trading Guyana Limited,Trinchloro,1.89L,4531,6000,1,August,2021, $6.60 ," $1,182.25 "
Ansa McAl Trading Guyana Limited,Trinchloro,3.78L,6000,7000,1,August,2021, $7.19 ," $1,182.25 "
Ansa McAl Trading Guyana Limited,Trinchloro,475ML,4000,4000,1,August,2021, $6.76 ," $1,182.25 "
Ansa McAl Trading Guyana Limited,Trinchloro,950ML,6001,4400,1,August,2021, $6.53 ," $1,182.25 "
Ansa McAl Trading Guyana Limited,Trinchloro,1.89L,5281,8000,1,September,2021, $7.04 ," $1,298.50 "
Ansa McAl Trading Guyana Limited,Trinchloro,3.78L,6140,9000,1,September,2021, $7.70 ," $1,298.50 "
Ansa McAl Trading Guyana Limited,Trinchloro,475ML,2400,5200,1,September,2021, $7.46 ," $1,298.50 "
Ansa McAl Trading Guyana Limited,Trinchloro,950ML,7654,6500,1,September,2021, $7.15 ," $1,298.50 "
Ansa McAl Trading Guyana Limited,Trinchloro,1.89L,5879,8000,1,October,2021, $7.04 ," $4,990.00 "
Ansa McAl Trading Guyana Limited,Trinchloro,3.78L,5710,9000,1,October,2021, $7.70 ," $4,990.00 "
Ansa McAl Trading Guyana Limited,Trinchloro,475ML,4520,5500,1,October,2021, $7.46 ," $4,990.00 "
Ansa McAl Trading Guyana Limited,Trinchloro,950ML,5440,6500,1,October,2021, $7.15 ," $4,990.00 "
Ansa McAl Trading Guyana Limited,Trinchloro,1.89L,6600,8000,1,November,2021, $7.04 , $668.25 
Ansa McAl Trading Guyana Limited,Trinchloro,3.78L,10215,9000,1,November,2021, $7.70 , $668.25 
Ansa McAl Trading Guyana Limited,Trinchloro,475ML,4200,5500,1,November,2021, $7.46 , $668.25 
Ansa McAl Trading Guyana Limited,Trinchloro,950ML,5040,6500,1,November,2021, $7.15 , $668.25 
Ansa McAl Trading Guyana Limited,Trinchloro,1.89L,4425,6000,1,December,2021, $7.04 ," $6,135.50 "
Ansa McAl Trading Guyana Limited,Trinchloro,3.78L,12102,7000,1,December,2021, $7.70 ," $6,135.50 "
Ansa McAl Trading Guyana Limited,Trinchloro,475ML,3000,5000,1,December,2021, $7.46 ," $6,135.50 "
Ansa McAl Trading Guyana Limited,Trinchloro,950ML,5160,5000,1,December,2021, $7.15 ," $6,135.50 "
Armstrong Agencies,Supreme,1.89L,300,350,0,January,2021, $6.52 , $21.63 
Armstrong Agencies,Supreme,3.78L,800,760,1,January,2021, $6.05 , $21.63 
Armstrong Agencies,Supreme,475ML,75,150,0,January,2021, $8.97 , $21.63 
Armstrong Agencies,Supreme,950ML,385,350,1,January,2021, $6.71 , $21.63 
Armstrong Agencies,Supreme,1.89L,250,400,0,February,2021, $6.52 , $86.88 
Armstrong Agencies,Supreme,3.78L,920,750,1,February,2021, $6.05 , $86.88 
Armstrong Agencies,Supreme,475ML,75,100,0,February,2021, $8.97 , $86.88 
Armstrong Agencies,Supreme,950ML,300,350,0,February,2021, $6.71 , $86.88 
Armstrong Agencies,Supreme,1.89L,425,250,1,March,2021, $6.52 , $-   
Armstrong Agencies,Supreme,3.78L,637,1000,0,March,2021, $6.05 , $-   
Armstrong Agencies,Supreme,475ML,146,100,1,March,2021, $8.97 , $-   
Armstrong Agencies,Supreme,950ML,430,150,1,March,2021, $6.71 , $-   
Armstrong Agencies,Supreme,1.89L,0,400,0,April,2021, $6.52 , $14.42 
Armstrong Agencies,Supreme,3.78L,0,750,0,April,2021, $6.05 , $14.42 
Armstrong Agencies,Supreme,475ML,0,100,0,April,2021, $8.97 , $14.42 
Armstrong Agencies,Supreme,950ML,0,350,0,April,2021, $6.71 , $14.42 
Armstrong Agencies,Supreme,1.89L,100,400,0,May,2021, $6.52 , $14.42 
Armstrong Agencies,Supreme,3.78L,745,750,0,May,2021, $6.05 , $14.42 
Armstrong Agencies,Supreme,475ML,150,100,1,May,2021, $8.97 , $14.42 
Armstrong Agencies,Supreme,950ML,600,350,1,May,2021, $6.71 , $14.42 
Armstrong Agencies,Supreme,1.89L,0,400,0,June,2021, $6.96 , $139.21 
Armstrong Agencies,Supreme,3.78L,0,750,0,June,2021, $6.56 , $139.21 
Armstrong Agencies,Supreme,475ML,0,100,0,June,2021, $9.67 , $139.21 
Armstrong Agencies,Supreme,950ML,0,350,0,June,2021, $7.33 , $139.21 
Armstrong Agencies,Supreme,1.89L,375,400,0,July,2021, $6.96 , $64.29 
Armstrong Agencies,Supreme,3.78L,1000,750,1,July,2021, $6.56 , $64.29 
Armstrong Agencies,Supreme,475ML,0,100,0,July,2021, $9.67 , $64.29 
Armstrong Agencies,Supreme,950ML,275,350,0,July,2021, $7.33 , $64.29 
Armstrong Agencies,Supreme,1.89L,250,400,0,August,2021, $6.96 , $172.65 
Armstrong Agencies,Supreme,3.78L,950,750,1,August,2021, $6.56 , $172.65 
Armstrong Agencies,Supreme,475ML,110,100,1,August,2021, $9.67 , $172.65 
Armstrong Agencies,Supreme,950ML,335,350,0,August,2021, $7.33 , $172.65 
Armstrong Agencies,Supreme,1.89L,375,400,0,September,2021, $6.96 , $85.75 
Armstrong Agencies,Supreme,3.78L,900,750,1,September,2021, $6.56 , $85.75 
Armstrong Agencies,Supreme,475ML,35,100,0,September,2021, $9.67 , $85.75 
Armstrong Agencies,Supreme,950ML,350,350,1,September,2021, $7.33 , $85.75 
Armstrong Agencies,Supreme,1.89L,300,400,0,October,2021, $6.96 , $164.25 
Armstrong Agencies,Supreme,3.78L,1025,750,1,October,2021, $6.56 , $164.25 
Armstrong Agencies,Supreme,475ML,30,100,0,October,2021, $9.67 , $164.25 
Armstrong Agencies,Supreme,950ML,240,350,0,October,2021, $7.33 , $164.25 
Armstrong Agencies,Supreme,1.89L,60,400,0,November,2021, $6.96 , $72.00 
Armstrong Agencies,Supreme,3.78L,1100,750,1,November,2021, $6.56 , $72.00 
Armstrong Agencies,Supreme,475ML,15,100,0,November,2021, $9.67 , $72.00 
Armstrong Agencies,Supreme,950ML,420,350,1,November,2021, $7.33 , $72.00 
Armstrong Agencies,Supreme,1.89L,425,400,1,December,2021, $6.96 ," $1,161.00 "
Armstrong Agencies,Supreme,3.78L,835,750,1,December,2021, $6.56 ," $1,161.00 "
Armstrong Agencies,Supreme,475ML,75,100,0,December,2021, $9.67 ," $1,161.00 "
Armstrong Agencies,Supreme,950ML,350,350,1,December,2021, $7.33 ," $1,161.00 "
Atlantic Marketing Company Limited,Fresh n Clean,1.89L,0,0,1,January,2021, $6.52 ,
Atlantic Marketing Company Limited,Fresh n Clean,3.78L,0,0,1,January,2021, $6.05 ,
Atlantic Marketing Company Limited,Fresh n Clean,475ML,0,0,1,January,2021, $8.97 ,
Atlantic Marketing Company Limited,Fresh n Clean,950ML,0,0,1,January,2021, $6.71 ,
Atlantic Marketing Company Limited,Fresh n Clean,1.89L,100,400,0,February,2021, $6.52 ,
Atlantic Marketing Company Limited,Fresh n Clean,3.78L,1000,750,1,February,2021, $6.05 ,
Atlantic Marketing Company Limited,Fresh n Clean,475ML,0,100,0,February,2021, $8.97 ,
Atlantic Marketing Company Limited,Fresh n Clean,950ML,525,350,1,February,2021, $6.71 ,
Atlantic Marketing Company Limited,Fresh n Clean,1.89L,140,0,1,March,2021, $6.52 ,
Atlantic Marketing Company Limited,Fresh n Clean,3.78L,1090,0,1,March,2021, $6.05 ,
Atlantic Marketing Company Limited,Fresh n Clean,475ML,0,0,1,March,2021, $8.97 ,
Atlantic Marketing Company Limited,Fresh n Clean,950ML,375,0,1,March,2021, $6.71 ,
Atlantic Marketing Company Limited,Fresh n Clean,1.89L,0,400,0,April,2021, $6.52 ,
Atlantic Marketing Company Limited,Fresh n Clean,3.78L,0,750,0,April,2021, $6.05 ,
Atlantic Marketing Company Limited,Fresh n Clean,475ML,0,100,0,April,2021, $8.97 ,
Atlantic Marketing Company Limited,Fresh n Clean,950ML,0,350,0,April,2021, $6.71 ,
Atlantic Marketing Company Limited,Fresh n Clean,1.89L,300,0,1,May,2021, $6.52 ,
Atlantic Marketing Company Limited,Fresh n Clean,3.78L,970,0,1,May,2021, $6.05 ,
Atlantic Marketing Company Limited,Fresh n Clean,475ML,125,0,1,May,2021, $8.97 ,
Atlantic Marketing Company Limited,Fresh n Clean,950ML,250,0,1,May,2021, $6.71 ,
Atlantic Marketing Company Limited,Fresh n Clean,1.89L,215,400,0,June,2021, $6.96 ,
Atlantic Marketing Company Limited,Fresh n Clean,3.78L,1000,750,1,June,2021, $6.56 ,
Atlantic Marketing Company Limited,Fresh n Clean,475ML,20,100,0,June,2021, $9.67 ,
Atlantic Marketing Company Limited,Fresh n Clean,950ML,400,350,1,June,2021, $7.33 ,
Atlantic Marketing Company Limited,Fresh n Clean,1.89L,0,0,1,July,2021, $6.96 ,
Atlantic Marketing Company Limited,Fresh n Clean,3.78L,0,0,1,July,2021, $6.56 ,
Atlantic Marketing Company Limited,Fresh n Clean,475ML,0,0,1,July,2021, $9.67 ,
Atlantic Marketing Company Limited,Fresh n Clean,950ML,0,0,1,July,2021, $7.33 ,
Atlantic Marketing Company Limited,Fresh n Clean,1.89L,575,0,1,August,2021, $6.96 ,
Atlantic Marketing Company Limited,Fresh n Clean,3.78L,440,0,1,August,2021, $6.56 ,
Atlantic Marketing Company Limited,Fresh n Clean,475ML,200,0,1,August,2021, $9.67 ,
Atlantic Marketing Company Limited,Fresh n Clean,950ML,600,0,1,August,2021, $7.33 ,
Atlantic Marketing Company Limited,Fresh n Clean,1.89L,0,400,0,September,2021, $6.96 ,
Atlantic Marketing Company Limited,Fresh n Clean,3.78L,1175,750,1,September,2021, $6.56 ,
Atlantic Marketing Company Limited,Fresh n Clean,475ML,0,100,0,September,2021, $9.67 ,
Atlantic Marketing Company Limited,Fresh n Clean,950ML,375,350,1,September,2021, $7.33 ,
Atlantic Marketing Company Limited,Fresh n Clean,1.89L,0,0,1,October,2021, $6.96 ,
Atlantic Marketing Company Limited,Fresh n Clean,3.78L,0,0,1,October,2021, $6.56 ,
Atlantic Marketing Company Limited,Fresh n Clean,475ML,0,0,1,October,2021, $9.67 ,
Atlantic Marketing Company Limited,Fresh n Clean,950ML,0,0,1,October,2021, $7.33 ,
Atlantic Marketing Company Limited,Fresh n Clean,1.89L,575,400,1,November,2021, $6.96 ,
Atlantic Marketing Company Limited,Fresh n Clean,3.78L,1600,750,1,November,2021, $6.56 ,
Atlantic Marketing Company Limited,Fresh n Clean,475ML,200,100,1,November,2021, $9.67 ,
Atlantic Marketing Company Limited,Fresh n Clean,950ML,975,350,1,November,2021, $7.33 ,
Atlantic Marketing Company Limited,Fresh n Clean,1.89L,0,400,0,December,2021, $6.96 ,
Atlantic Marketing Company Limited,Fresh n Clean,3.78L,0,750,0,December,2021, $6.56 ,
Atlantic Marketing Company Limited,Fresh n Clean,475ML,0,100,0,December,2021, $9.67 ,
Atlantic Marketing Company Limited,Fresh n Clean,950ML,0,350,0,December,2021, $7.33 ,
Bryden Stokes ,Spotless,1.89L,250,400,0,January,2021, $6.52 , $85.33 
Bryden Stokes ,Spotless,3.78L,980,750,1,January,2021, $6.05 , $85.33 
Bryden Stokes ,Spotless,475ML,0,100,0,January,2021, $8.97 , $85.33 
Bryden Stokes ,Spotless,950ML,300,350,0,January,2021, $6.71 , $85.33 
Bryden Stokes ,Spotless,1.89L,0,400,0,February,2021, $6.52 , $85.33 
Bryden Stokes ,Spotless,3.78L,0,750,0,February,2021, $6.05 , $85.33 
Bryden Stokes ,Spotless,475ML,0,100,0,February,2021, $8.97 , $85.33 
Bryden Stokes ,Spotless,950ML,0,350,0,February,2021, $6.71 , $85.33 
Bryden Stokes ,Spotless,1.89L,100,0,1,March,2021, $6.52 , $85.33 
Bryden Stokes ,Spotless,3.78L,1050,0,1,March,2021, $6.05 , $85.33 
Bryden Stokes ,Spotless,475ML,100,0,1,March,2021, $8.97 , $85.33 
Bryden Stokes ,Spotless,950ML,240,0,1,March,2021, $6.71 , $85.33 
Bryden Stokes ,Spotless,1.89L,220,400,0,April,2021, $6.52 , $-   
Bryden Stokes ,Spotless,3.78L,940,750,1,April,2021, $6.05 , $-   
Bryden Stokes ,Spotless,475ML,150,100,1,April,2021, $8.97 , $-   
Bryden Stokes ,Spotless,950ML,220,350,0,April,2021, $6.71 , $-   
Bryden Stokes ,Spotless,1.89L,0,400,0,May ,2021, $6.52 , $195.63 
Bryden Stokes ,Spotless,3.78L,0,750,0,May ,2021, $6.05 , $195.63 
Bryden Stokes ,Spotless,475ML,200,100,1,May ,2021, $8.97 , $195.63 
Bryden Stokes ,Spotless,950ML,500,350,1,May ,2021, $6.71 , $195.63 
Bryden Stokes ,Spotless,1.89L,0,0,1,June,2021, $6.96 , $409.75 
Bryden Stokes ,Spotless,3.78L,0,0,1,June,2021, $6.56 , $409.75 
Bryden Stokes ,Spotless,475ML,0,0,1,June,2021, $9.67 , $409.75 
Bryden Stokes ,Spotless,950ML,0,0,1,June,2021, $7.33 , $409.75 
Bryden Stokes ,Spotless,1.89L,0,400,0,July,2021, $6.96 , $258.00 
Bryden Stokes ,Spotless,3.78L,0,750,0,July,2021, $6.56 , $258.00 
Bryden Stokes ,Spotless,475ML,0,100,0,July,2021, $9.67 , $258.00 
Bryden Stokes ,Spotless,950ML,0,350,0,July,2021, $7.33 , $258.00 
Bryden Stokes ,Spotless,1.89L,500,0,1,August,2021, $6.96 , $235.50 
Bryden Stokes ,Spotless,3.78L,0,0,1,August,2021, $6.56 , $235.50 
Bryden Stokes ,Spotless,475ML,0,0,1,August,2021, $9.67 , $235.50 
Bryden Stokes ,Spotless,950ML,500,0,1,August,2021, $7.33 , $235.50 
Bryden Stokes ,Spotless,1.89L,0,400,0,September,2021, $6.96 , $127.63 
Bryden Stokes ,Spotless,3.78L,0,750,0,September,2021, $6.56 , $127.63 
Bryden Stokes ,Spotless,475ML,0,100,0,September,2021, $9.67 , $127.63 
Bryden Stokes ,Spotless,950ML,0,350,0,September,2021, $7.33 , $127.63 
Bryden Stokes ,Spotless,1.89L,360,400,0,October,2021, $6.96 , $61.25 
Bryden Stokes ,Spotless,3.78L,0,750,0,October,2021, $6.56 , $61.25 
Bryden Stokes ,Spotless,475ML,0,100,0,October,2021, $9.67 , $61.25 
Bryden Stokes ,Spotless,950ML,350,350,1,October,2021, $7.33 , $61.25 
Bryden Stokes ,Spotless,1.89L,550,0,1,November,2021, $6.96 , $339.88 
Bryden Stokes ,Spotless,3.78L,750,0,1,November,2021, $6.56 , $339.88 
Bryden Stokes ,Spotless,475ML,0,0,1,November,2021, $9.67 , $339.88 
Bryden Stokes ,Spotless,950ML,416,0,1,November,2021, $7.33 , $339.88 
Bryden Stokes ,Spotless,1.89L,150,400,0,December,2021, $6.96 , $279.14 
Bryden Stokes ,Spotless,3.78L,1000,750,1,December,2021, $6.56 , $279.14 
Bryden Stokes ,Spotless,475ML,230,100,1,December,2021, $9.67 , $279.14 
Bryden Stokes ,Spotless,950ML,250,350,0,December,2021, $7.33 , $279.14 
Bryden Stokes ,Clean & White,1.89L,850,550,1,January,2021, $6.52 , $-   
Bryden Stokes ,Clean & White,2X3.78L,5460,5460,1,January,2021, $2.87 , $-   
Bryden Stokes ,Clean & White,3.78L,2185,2770,0,January,2021, $6.05 , $-   
Bryden Stokes ,Clean & White,475ML,450,250,1,January,2021, $8.97 , $-   
Bryden Stokes ,Clean & White,950ML,1300,800,1,January,2021, $6.71 , $-   
Bryden Stokes ,Clean & White,1.89L,600,550,1,February,2021, $6.52 , $-   
Bryden Stokes ,Clean & White,2X3.78L,5460,5460,1,February,2021, $2.87 , $-   
Bryden Stokes ,Clean & White,3.78L,3030,1385,1,February,2021, $6.05 , $-   
Bryden Stokes ,Clean & White,475ML,290,250,1,February,2021, $8.97 , $-   
Bryden Stokes ,Clean & White,950ML,600,800,0,February,2021, $6.71 , $-   
Bryden Stokes ,Clean & White,1.89L,650,550,1,March,2021, $6.52 , $396.80 
Bryden Stokes ,Clean & White,2X3.78L,8190,5460,1,March,2021, $2.87 , $396.80 
Bryden Stokes ,Clean & White,3.78L,5405,2770,1,March,2021, $6.05 , $396.80 
Bryden Stokes ,Clean & White,475ML,200,250,0,March,2021, $8.97 , $396.80 
Bryden Stokes ,Clean & White,950ML,1250,800,1,March,2021, $6.71 , $396.80 
Bryden Stokes ,Clean & White,1.89L,200,550,0,April,2021, $6.52 , $-   
Bryden Stokes ,Clean & White,2X3.78L,2730,2730,1,April,2021, $2.87 , $-   
Bryden Stokes ,Clean & White,3.78L,3180,2770,1,April,2021, $6.05 , $-   
Bryden Stokes ,Clean & White,475ML,260,250,1,April,2021, $8.97 , $-   
Bryden Stokes ,Clean & White,950ML,820,800,1,April,2021, $6.71 , $-   
Bryden Stokes ,Clean & White,1.89L,1520,550,1,May ,2021, $6.52 , $475.50 
Bryden Stokes ,Clean & White,2X3.78L,0,5460,0,May ,2021, $2.87 , $475.50 
Bryden Stokes ,Clean & White,3.78L,1295,2940,0,May ,2021, $6.05 , $475.50 
Bryden Stokes ,Clean & White,475ML,260,250,1,May ,2021, $8.97 , $475.50 
Bryden Stokes ,Clean & White,950ML,1500,800,1,May ,2021, $6.71 , $475.50 
Bryden Stokes ,Clean & White,1.89L,200,550,0,June,2021, $6.96 , $81.10 
Bryden Stokes ,Clean & White,2X3.78L,0,2730,0,June,2021, $3.15 , $81.10 
Bryden Stokes ,Clean & White,3.78L,0,2770,0,June,2021, $6.56 , $81.10 
Bryden Stokes ,Clean & White,475ML,260,250,1,June,2021, $9.67 , $81.10 
Bryden Stokes ,Clean & White,950ML,1380,800,1,June,2021, $7.33 , $81.10 
Bryden Stokes ,Clean & White,1.89L,400,550,0,July,2021, $6.96 , $-   
Bryden Stokes ,Clean & White,2X3.78L,0,2730,0,July,2021, $3.15 , $-   
Bryden Stokes ,Clean & White,3.78L,1835,2770,0,July,2021, $6.56 , $-   
Bryden Stokes ,Clean & White,475ML,150,250,0,July,2021, $9.67 , $-   
Bryden Stokes ,Clean & White,950ML,800,800,1,July,2021, $7.33 , $-   
Bryden Stokes ,Clean & White,1.89L,0,550,0,August,2021, $6.96 , $546.00 
Bryden Stokes ,Clean & White,2X3.78L,2730,5460,0,August,2021, $3.15 , $546.00 
Bryden Stokes ,Clean & White,3.78L,1460,1635,0,August,2021, $6.56 , $546.00 
Bryden Stokes ,Clean & White,475ML,290,250,1,August,2021, $9.67 , $546.00 
Bryden Stokes ,Clean & White,950ML,565,800,0,August,2021, $7.33 , $546.00 
Bryden Stokes ,Clean & White,1.89L,1210,550,1,September,2021, $6.96 , $125.90 
Bryden Stokes ,Clean & White,2X3.78L,5460,5460,1,September,2021, $3.15 , $125.90 
Bryden Stokes ,Clean & White,3.78L,5279,3020,1,September,2021, $6.56 , $125.90 
Bryden Stokes ,Clean & White,475ML,200,250,0,September,2021, $9.67 , $125.90 
Bryden Stokes ,Clean & White,950ML,1020,800,1,September,2021, $7.33 , $125.90 
Bryden Stokes ,Clean & White,1.89L,1069,550,1,October,2021, $6.96 , $125.90 
Bryden Stokes ,Clean & White,2X3.78L,5460,5460,1,October,2021, $3.15 , $125.90 
Bryden Stokes ,Clean & White,3.78L,1537,3020,0,October,2021, $6.56 , $125.90 
Bryden Stokes ,Clean & White,475ML,380,250,1,October,2021, $9.67 , $125.90 
Bryden Stokes ,Clean & White,950ML,1680,800,1,October,2021, $7.33 , $125.90 
Bryden Stokes ,Clean & White,1.89L,0,550,0,November,2021, $6.96 , $158.80 
Bryden Stokes ,Clean & White,2X3.78L,5460,5460,1,November,2021, $3.15 , $158.80 
Bryden Stokes ,Clean & White,3.78L,1385,3020,0,November,2021, $6.56 , $158.80 
Bryden Stokes ,Clean & White,475ML,0,250,0,November,2021, $9.67 , $158.80 
Bryden Stokes ,Clean & White,950ML,0,800,0,November,2021, $7.33 , $158.80 
Bryden Stokes ,Clean & White,1.89L,950,550,1,December,2021, $6.96 ," $1,919.00 "
Bryden Stokes ,Clean & White,2X3.78L,5460,5460,1,December,2021, $3.15 ," $1,919.00 "
