Company,Brand,Product,Actual,Budgeted,Dummy,Month,Year, Price (US/ TT) , A&P 
Kirk-FP Limited,Ajax,3.78L,1700,1740,0,December,2019, $6.16 ,
Log Enterprises,Supreme,1.89L,300,150,1,January,2019, $6.02 ,
Log Enterprises,Supreme,3.78L,900,785,1,January,2019, $5.83 ,
Log Enterprises,Supreme,475ML,50,500,0,January,2019, $8.61 ,
Log Enterprises,Supreme,950ML,300,150,1,January,2019, $6.77 ,
Log Enterprises,Supreme,1.89L,200,300,0,February,2019, $6.02 ,
Log Enterprises,Supreme,3.78L,1000,665,1,February,2019, $5.83 ,
Log Enterprises,Supreme,475ML,100,350,0,February,2019, $8.61 ,
Log Enterprises,Supreme,950ML,200,300,0,February,2019, $6.77 ,
Log Enterprises,Supreme,1.89L,100,0,1,March,2019, $6.02 ,
Log Enterprises,Supreme,3.78L,890,900,0,March,2019, $5.83 ,
Log Enterprises,Supreme,475ML,500,650,0,March,2019, $8.61 ,
Log Enterprises,Supreme,950ML,100,0,1,March,2019, $6.77 ,
Log Enterprises,Supreme,1.89L,350,300,1,April,2019, $6.02 ,
Log Enterprises,Supreme,3.78L,1585,665,1,April,2019, $5.83 ,
Log Enterprises,Supreme,475ML,900,350,1,April,2019, $8.61 ,
Log Enterprises,Supreme,950ML,350,300,1,April,2019, $6.77 ,
Log Enterprises,Supreme,1.89L,100,300,0,May,2019, $6.02 ,
Log Enterprises,Supreme,3.78L,890,1565,0,May,2019, $5.83 ,
Log Enterprises,Supreme,475ML,500,1000,0,May,2019, $8.61 ,
Log Enterprises,Supreme,950ML,100,300,0,May,2019, $6.77 ,
Log Enterprises,Supreme,1.89L,200,300,0,June,2019, $6.02 ,
Log Enterprises,Supreme,3.78L,800,665,1,June,2019, $5.83 ,
Log Enterprises,Supreme,475ML,400,350,1,June,2019, $8.61 ,
Log Enterprises,Supreme,950ML,200,300,0,June,2019, $6.77 ,
Log Enterprises,Supreme,1.89L,250,450,0,July,2019, $6.02 ,
Log Enterprises,Supreme,3.78L,1675,900,1,July,2019, $5.83 ,
Log Enterprises,Supreme,475ML,1000,650,1,July,2019, $8.61 ,
Log Enterprises,Supreme,950ML,250,450,0,July,2019, $6.77 ,
Log Enterprises,Supreme,1.89L,300,300,1,August,2019, $6.02 ,
Log Enterprises,Supreme,3.78L,650,665,0,August,2019, $5.83 ,
Log Enterprises,Supreme,475ML,400,350,1,August,2019, $8.61 ,
Log Enterprises,Supreme,950ML,300,300,1,August,2019, $6.77 ,
Log Enterprises,Supreme,1.89L,450,300,1,September,2019, $6.02 ,
Log Enterprises,Supreme,3.78L,1550,1565,0,September,2019, $5.83 ,
Log Enterprises,Supreme,475ML,900,1000,0,September,2019, $8.61 ,
Log Enterprises,Supreme,950ML,450,300,1,September,2019, $6.77 ,
Log Enterprises,Supreme,1.89L,150,150,1,October,2019, $6.02 ,
Log Enterprises,Supreme,3.78L,800,780,1,October,2019, $5.83 ,
Log Enterprises,Supreme,475ML,500,500,1,October,2019, $8.61 ,
Log Enterprises,Supreme,950ML,150,150,1,October,2019, $6.77 ,
Log Enterprises,Supreme,1.89L,350,0,1,November,2019, $6.02 ,
Log Enterprises,Supreme,3.78L,1575,900,1,November,2019, $5.83 ,
Log Enterprises,Supreme,475ML,900,650,1,November,2019, $8.61 ,
Log Enterprises,Supreme,950ML,350,0,1,November,2019, $6.77 ,
Log Enterprises,Supreme,1.89L,200,300,0,December,2019, $6.02 ,
Log Enterprises,Supreme,3.78L,800,665,1,December,2019, $5.83 ,
Log Enterprises,Supreme,475ML,400,350,1,December,2019, $8.61 ,
Log Enterprises,Supreme,950ML,200,300,0,December,2019, $6.77 ,
M.S. Osborne Ltd,Clean & White,1.89L,0,40,0,January,2019, $6.14 ,
M.S. Osborne Ltd,Clean & White,3.78L,0,40,0,January,2019, $6.22 ,
M.S. Osborne Ltd,Clean & White,950ML,0,40,0,January,2019, $6.32 ,
M.S. Osborne Ltd,Clean & White,1.89L,40,0,1,February,2019, $6.14 ,
M.S. Osborne Ltd,Clean & White,3.78L,40,0,1,February,2019, $6.22 ,
M.S. Osborne Ltd,Clean & White,950ML,40,0,1,February,2019, $6.32 ,
M.S. Osborne Ltd,Clean & White,1.89L,0,40,0,April,2019, $6.14 ,
M.S. Osborne Ltd,Clean & White,3.78L,0,50,0,April,2019, $6.22 ,
M.S. Osborne Ltd,Clean & White,950ML,0,40,0,April,2019, $6.32 ,
M.S. Osborne Ltd,Clean & White,1.89L,0,40,0,July,2019, $6.14 ,
M.S. Osborne Ltd,Clean & White,3.78L,60,60,1,July,2019, $6.22 ,
M.S. Osborne Ltd,Clean & White,950ML,0,40,0,July,2019, $6.32 ,
M.S. Osborne Ltd,Clean & White,1.89L,40,40,1,October,2019, $6.14 ,
M.S. Osborne Ltd,Clean & White,3.78L,0,40,0,October,2019, $6.22 ,
M.S. Osborne Ltd,Clean & White,950ML,40,40,1,October,2019, $6.32 ,
Massy Distribution (Barbados) Ltd.,Home,1.89L,330,150,1,January,2019, $6.52 ,
Massy Distribution (Barbados) Ltd.,Home,3.78L,1925,910,1,January,2019, $6.05 ,
Massy Distribution (Barbados) Ltd.,Home,475ML,0,175,0,January,2019, $8.97 ,
Massy Distribution (Barbados) Ltd.,Home,950ML,800,300,1,January,2019, $6.71 ,
Massy Distribution (Barbados) Ltd.,Home,1.89L,250,150,1,February,2019, $6.52 ,
Massy Distribution (Barbados) Ltd.,Home,3.78L,2200,910,1,February,2019, $6.05 ,
Massy Distribution (Barbados) Ltd.,Home,475ML,130,175,0,February,2019, $8.97 ,
Massy Distribution (Barbados) Ltd.,Home,950ML,380,300,1,February,2019, $6.71 ,
Massy Distribution (Barbados) Ltd.,Home,1.89L,300,300,1,March,2019, $6.52 ,
Massy Distribution (Barbados) Ltd.,Home,3.78L,1800,1820,0,March,2019, $6.05 ,
Massy Distribution (Barbados) Ltd.,Home,475ML,200,350,0,March,2019, $8.97 ,
Massy Distribution (Barbados) Ltd.,Home,950ML,800,600,1,March,2019, $6.71 ,
Massy Distribution (Barbados) Ltd.,Home,1.89L,290,150,1,April,2019, $6.52 ,
Massy Distribution (Barbados) Ltd.,Home,3.78L,1820,910,1,April,2019, $6.05 ,
Massy Distribution (Barbados) Ltd.,Home,475ML,120,175,0,April,2019, $8.97 ,
Massy Distribution (Barbados) Ltd.,Home,950ML,850,300,1,April,2019, $6.71 ,
Massy Distribution (Barbados) Ltd.,Home,1.89L,200,150,1,May,2019, $6.52 ,
Massy Distribution (Barbados) Ltd.,Home,3.78L,2000,910,1,May,2019, $6.05 ,
Massy Distribution (Barbados) Ltd.,Home,475ML,160,175,0,May,2019, $8.97 ,
Massy Distribution (Barbados) Ltd.,Home,950ML,650,300,1,May,2019, $6.71 ,
Massy Distribution (Barbados) Ltd.,Home,1.89L,100,150,0,June,2019, $6.52 ,
Massy Distribution (Barbados) Ltd.,Home,3.78L,850,910,0,June,2019, $6.05 ,
Massy Distribution (Barbados) Ltd.,Home,475ML,100,175,0,June,2019, $8.97 ,
Massy Distribution (Barbados) Ltd.,Home,950ML,500,300,1,June,2019, $6.71 ,
Massy Distribution (Barbados) Ltd.,Home,1.89L,300,150,1,July,2019, $6.52 ,
Massy Distribution (Barbados) Ltd.,Home,3.78L,1650,910,1,July,2019, $6.05 ,
Massy Distribution (Barbados) Ltd.,Home,475ML,200,175,1,July,2019, $8.97 ,
Massy Distribution (Barbados) Ltd.,Home,950ML,1000,300,1,July,2019, $6.71 ,
Massy Distribution (Barbados) Ltd.,Home,1.89L,100,300,0,August,2019, $6.52 ,
Massy Distribution (Barbados) Ltd.,Home,3.78L,1750,1820,0,August,2019, $6.05 ,
Massy Distribution (Barbados) Ltd.,Home,475ML,200,350,0,August,2019, $8.97 ,
Massy Distribution (Barbados) Ltd.,Home,950ML,1100,600,1,August,2019, $6.71 ,
Massy Distribution (Barbados) Ltd.,Home,1.89L,200,300,0,September,2019, $6.52 ,
Massy Distribution (Barbados) Ltd.,Home,3.78L,900,1820,0,September,2019, $6.05 ,
Massy Distribution (Barbados) Ltd.,Home,475ML,100,350,0,September,2019, $8.97 ,
Massy Distribution (Barbados) Ltd.,Home,950ML,350,600,0,September,2019, $6.71 ,
Massy Distribution (Barbados) Ltd.,Home,1.89L,120,150,0,October,2019, $6.52 ,
Massy Distribution (Barbados) Ltd.,Home,3.78L,1000,910,1,October,2019, $6.05 ,
Massy Distribution (Barbados) Ltd.,Home,475ML,100,175,0,October,2019, $8.97 ,
Massy Distribution (Barbados) Ltd.,Home,950ML,350,300,1,October,2019, $6.71 ,
Massy Distribution (Barbados) Ltd.,Home,1.89L,310,150,1,November,2019, $6.52 ,
Massy Distribution (Barbados) Ltd.,Home,3.78L,1600,910,1,November,2019, $6.05 ,
Massy Distribution (Barbados) Ltd.,Home,475ML,240,175,1,November,2019, $8.97 ,
Massy Distribution (Barbados) Ltd.,Home,950ML,1000,300,1,November,2019, $6.71 ,
Massy Distribution (Barbados) Ltd.,Home,1.89L,200,150,1,December,2019, $6.52 ,
Massy Distribution (Barbados) Ltd.,Home,3.78L,2100,910,1,December,2019, $6.05 ,
Massy Distribution (Barbados) Ltd.,Home,475ML,100,175,0,December,2019, $8.97 ,
Massy Distribution (Barbados) Ltd.,Home,950ML,650,300,1,December,2019, $6.71 ,
Mega Distributors,Supreme,1.89L,350,300,1,January,2019, $5.95 ,
Mega Distributors,Supreme,3.78L,500,587,0,January,2019, $5.89 ,
Mega Distributors,Supreme,475ML,350,350,1,January,2019, $7.90 ,
Mega Distributors,Supreme,950ML,450,350,1,January,2019, $6.88 ,
Mega Distributors,Supreme,1.89L,350,300,1,February,2019, $5.95 ,
Mega Distributors,Supreme,3.78L,500,587,0,February,2019, $5.89 ,
Mega Distributors,Supreme,475ML,350,350,1,February,2019, $7.90 ,
Mega Distributors,Supreme,950ML,450,350,1,February,2019, $6.88 ,
Mega Distributors,Supreme,1.89L,700,300,1,March,2019, $5.95 ,
Mega Distributors,Supreme,3.78L,1000,587,1,March,2019, $5.89 ,
Mega Distributors,Supreme,475ML,700,350,1,March,2019, $7.90 ,
Mega Distributors,Supreme,950ML,900,350,1,March,2019, $6.88 ,
Mega Distributors,Supreme,1.89L,350,300,1,April,2019, $5.95 ,
Mega Distributors,Supreme,3.78L,500,587,0,April,2019, $5.89 ,
Mega Distributors,Supreme,475ML,350,350,1,April,2019, $7.90 ,
Mega Distributors,Supreme,950ML,450,350,1,April,2019, $6.88 ,
Mega Distributors,Supreme,1.89L,350,300,1,May,2019, $5.95 ,
Mega Distributors,Supreme,3.78L,500,587,0,May,2019, $5.89 ,
Mega Distributors,Supreme,475ML,350,350,1,May,2019, $7.90 ,
Mega Distributors,Supreme,950ML,450,350,1,May,2019, $6.88 ,
Mega Distributors,Supreme,1.89L,200,600,0,June,2019, $5.95 ,
Mega Distributors,Supreme,3.78L,900,1174,0,June,2019, $5.89 ,
Mega Distributors,Supreme,475ML,200,700,0,June,2019, $7.90 ,
Mega Distributors,Supreme,950ML,200,700,0,June,2019, $6.88 ,
Mega Distributors,Supreme,1.89L,150,300,0,July,2019, $5.95 ,
Mega Distributors,Supreme,3.78L,1150,587,1,July,2019, $5.89 ,
Mega Distributors,Supreme,475ML,0,350,0,July,2019, $7.90 ,
Mega Distributors,Supreme,950ML,150,350,0,July,2019, $6.88 ,
Mega Distributors,Supreme,1.89L,350,300,1,August,2019, $5.95 ,
Mega Distributors,Supreme,3.78L,600,587,1,August,2019, $5.89 ,
Mega Distributors,Supreme,475ML,400,350,1,August,2019, $7.90 ,
Mega Distributors,Supreme,950ML,250,350,0,August,2019, $6.88 ,
Mega Distributors,Supreme,1.89L,350,300,1,September,2019, $5.95 ,
Mega Distributors,Supreme,3.78L,600,587,1,September,2019, $5.89 ,
Mega Distributors,Supreme,475ML,400,350,1,September,2019, $7.90 ,
Mega Distributors,Supreme,950ML,250,350,0,September,2019, $6.88 ,
Mega Distributors,Supreme,1.89L,570,600,0,October,2019, $5.95 ,
Mega Distributors,Supreme,3.78L,1320,1174,1,October,2019, $5.89 ,
Mega Distributors,Supreme,475ML,485,700,0,October,2019, $7.90 ,
Mega Distributors,Supreme,950ML,900,700,1,October,2019, $6.88 ,
Mega Distributors,Supreme,1.89L,800,300,1,November,2019, $5.95 ,
Mega Distributors,Supreme,3.78L,1100,587,1,November,2019, $5.89 ,
Mega Distributors,Supreme,475ML,650,350,1,November,2019, $7.90 ,
Mega Distributors,Supreme,950ML,800,350,1,November,2019, $6.88 ,
Mega Distributors,Supreme,1.89L,400,300,1,December,2019, $5.95 ,
Mega Distributors,Supreme,3.78L,550,587,0,December,2019, $5.89 ,
Mega Distributors,Supreme,475ML,325,350,0,December,2019, $7.90 ,
Mega Distributors,Supreme,950ML,400,350,1,December,2019, $6.88 ,
Mitchell A. Michael Limited,Spotless,1.89L,350,400,0,January,2019, $6.55 ,
Mitchell A. Michael Limited,Spotless,3.78L,675,630,1,January,2019, $5.89 ,
Mitchell A. Michael Limited,Spotless,475ML,250,200,1,January,2019, $8.86 ,
Mitchell A. Michael Limited,Spotless,950ML,350,400,0,January,2019, $7.59 ,
Mitchell A. Michael Limited,Spotless,1.89L,350,400,0,February,2019, $6.55 ,
Mitchell A. Michael Limited,Spotless,3.78L,675,630,1,February,2019, $5.89 ,
Mitchell A. Michael Limited,Spotless,475ML,250,200,1,February,2019, $8.86 ,
Mitchell A. Michael Limited,Spotless,950ML,350,400,0,February,2019, $7.59 ,
Mitchell A. Michael Limited,Spotless,1.89L,375,400,0,March,2019, $6.55 ,
Mitchell A. Michael Limited,Spotless,3.78L,675,630,1,March,2019, $5.89 ,
Mitchell A. Michael Limited,Spotless,475ML,225,200,1,March,2019, $8.86 ,
Mitchell A. Michael Limited,Spotless,950ML,350,400,0,March,2019, $7.59 ,
Mitchell A. Michael Limited,Spotless,1.89L,0,400,0,April,2019, $6.55 ,
Mitchell A. Michael Limited,Spotless,3.78L,0,630,0,April,2019, $5.89 ,
Mitchell A. Michael Limited,Spotless,475ML,0,200,0,April,2019, $8.86 ,
Mitchell A. Michael Limited,Spotless,950ML,0,400,0,April,2019, $7.59 ,
Mitchell A. Michael Limited,Spotless,1.89L,400,0,1,May,2019, $6.55 ,
Mitchell A. Michael Limited,Spotless,3.78L,675,0,1,May,2019, $5.89 ,
Mitchell A. Michael Limited,Spotless,475ML,200,0,1,May,2019, $8.86 ,
Mitchell A. Michael Limited,Spotless,950ML,350,0,1,May,2019, $7.59 ,
Mitchell A. Michael Limited,Spotless,1.89L,425,400,1,June,2019, $6.55 ,
Mitchell A. Michael Limited,Spotless,3.78L,675,630,1,June,2019, $5.89 ,
Mitchell A. Michael Limited,Spotless,475ML,175,200,0,June,2019, $8.86 ,
Mitchell A. Michael Limited,Spotless,950ML,350,400,0,June,2019, $7.59 ,
Mitchell A. Michael Limited,Spotless,1.89L,400,500,0,July,2019, $6.55 ,
Mitchell A. Michael Limited,Spotless,3.78L,750,700,1,July,2019, $5.89 ,
Mitchell A. Michael Limited,Spotless,475ML,150,285,0,July,2019, $8.86 ,
Mitchell A. Michael Limited,Spotless,950ML,300,500,0,July,2019, $7.59 ,
Mitchell A. Michael Limited,Spotless,1.89L,300,400,0,August,2019, $6.55 ,
Mitchell A. Michael Limited,Spotless,3.78L,730,630,1,August,2019, $5.89 ,
Mitchell A. Michael Limited,Spotless,475ML,175,200,0,August,2019, $8.86 ,
Mitchell A. Michael Limited,Spotless,950ML,400,400,1,August,2019, $7.59 ,
Mitchell A. Michael Limited,Spotless,1.89L,350,200,1,September,2019, $6.55 ,
Mitchell A. Michael Limited,Spotless,3.78L,730,173,1,September,2019, $5.89 ,
Mitchell A. Michael Limited,Spotless,475ML,175,100,1,September,2019, $8.86 ,
Mitchell A. Michael Limited,Spotless,950ML,350,200,1,September,2019, $7.59 ,
Mitchell A. Michael Limited,Spotless,1.89L,0,400,0,October,2019, $6.55 ,
Mitchell A. Michael Limited,Spotless,3.78L,0,630,0,October,2019, $5.89 ,
Mitchell A. Michael Limited,Spotless,475ML,0,200,0,October,2019, $8.86 ,
Mitchell A. Michael Limited,Spotless,950ML,0,400,0,October,2019, $7.59 ,
Mitchell A. Michael Limited,Spotless,1.89L,425,400,1,November,2019, $6.55 ,
Mitchell A. Michael Limited,Spotless,3.78L,695,630,1,November,2019, $5.89 ,
Mitchell A. Michael Limited,Spotless,475ML,175,200,0,November,2019, $8.86 ,
Mitchell A. Michael Limited,Spotless,950ML,325,400,0,November,2019, $7.59 ,
Mitchell A. Michael Limited,Spotless,1.89L,400,400,1,December,2019, $6.55 ,
Mitchell A. Michael Limited,Spotless,3.78L,635,630,1,December,2019, $5.89 ,
Mitchell A. Michael Limited,Spotless,475ML,200,200,1,December,2019, $8.86 ,
Mitchell A. Michael Limited,Spotless,950ML,400,400,1,December,2019, $7.59 ,
Peter & Company Distribution,Clean & White,1.89L,80,100,0,January,2019, $6.22 ,
Peter & Company Distribution,Clean & White,3.78L,400,400,1,January,2019, $6.56 ,
Peter & Company Distribution,Clean & White,475ML,250,600,0,January,2019, $8.22 ,
Peter & Company Distribution,Clean & White,950ML,250,600,0,January,2019, $6.78 ,
Peter & Company Distribution,Clean & White,1.89L,220,300,0,March,2019, $6.22 ,
Peter & Company Distribution,Clean & White,3.78L,450,200,1,March,2019, $6.56 ,
Peter & Company Distribution,Clean & White,475ML,500,250,1,March,2019, $8.22 ,
Peter & Company Distribution,Clean & White,950ML,530,200,1,March,2019, $6.78 ,
Peter & Company Distribution,Clean & White,1.89L,0,100,0,April,2019, $6.22 ,
Peter & Company Distribution,Clean & White,3.78L,0,400,0,April,2019, $6.56 ,
Peter & Company Distribution,Clean & White,475ML,0,600,0,April,2019, $8.22 ,
Peter & Company Distribution,Clean & White,950ML,0,600,0,April,2019, $6.78 ,
Peter & Company Distribution,Clean & White,1.89L,0,100,0,May,2019, $6.22 ,
Peter & Company Distribution,Clean & White,3.78L,0,400,0,May,2019, $6.56 ,
Peter & Company Distribution,Clean & White,475ML,0,600,0,May,2019, $8.22 ,
Peter & Company Distribution,Clean & White,950ML,0,600,0,May,2019, $6.78 ,
Peter & Company Distribution,Clean & White,1.89L,350,0,1,June,2019, $6.22 ,
Peter & Company Distribution,Clean & White,3.78L,330,0,1,June,2019, $6.56 ,
Peter & Company Distribution,Clean & White,475ML,550,0,1,June,2019, $8.22 ,
Peter & Company Distribution,Clean & White,950ML,540,0,1,June,2019, $6.78 ,
Peter & Company Distribution,Clean & White,1.89L,0,100,0,July,2019, $6.22 ,
Peter & Company Distribution,Clean & White,3.78L,0,400,0,July,2019, $6.56 ,
Peter & Company Distribution,Clean & White,475ML,0,600,0,July,2019, $8.22 ,
Peter & Company Distribution,Clean & White,950ML,0,600,0,July,2019, $6.78 ,
Peter & Company Distribution,Clean & White,1.89L,100,0,1,September,2019, $6.22 ,
Peter & Company Distribution,Clean & White,3.78L,450,0,1,September,2019, $6.56 ,
Peter & Company Distribution,Clean & White,475ML,620,0,1,September,2019, $8.22 ,
Peter & Company Distribution,Clean & White,950ML,540,0,1,September,2019, $6.78 ,
Peter & Company Distribution,Clean & White,1.89L,0,100,0,October,2019, $6.22 ,
Peter & Company Distribution,Clean & White,3.78L,0,400,0,October,2019, $6.56 ,
Peter & Company Distribution,Clean & White,475ML,0,600,0,October,2019, $8.22 ,
Peter & Company Distribution,Clean & White,950ML,0,600,0,October,2019, $6.78 ,
Peter & Company Distribution,Clean & White,1.89L,300,100,1,December,2019, $6.22 ,
Peter & Company Distribution,Clean & White,3.78L,385,400,0,December,2019, $6.56 ,
Peter & Company Distribution,Clean & White,475ML,550,600,0,December,2019, $8.22 ,
Peter & Company Distribution,Clean & White,950ML,500,600,0,December,2019, $6.78 ,
PriceSmart Clubs (TTD) Ltd,Clean & White,2X3.78L,15594,16884,0,January,2019, $5.75 ,
PriceSmart Clubs (TTD) Ltd,Clean & White,2X3.78L,13324,18270,0,February,2019, $5.75 ,
PriceSmart Clubs (TTD) Ltd,Clean & White,2X3.78L,12726,19656,0,March,2019, $5.75 ,
PriceSmart Clubs (TTD) Ltd,Clean & White,2X3.78L,14112,19656,0,April,2019, $5.75 ,
PriceSmart Clubs (TTD) Ltd,Clean & White,2X3.78L,13356,22428,0,May,2019, $5.75 ,
PriceSmart Clubs (TTD) Ltd,Clean & White,2X3.78L,13356,19656,0,June,2019, $5.75 ,
PriceSmart Clubs (TTD) Ltd,Clean & White,2X3.78L,19782,19656,1,July,2019, $5.75 ,
PriceSmart Clubs (TTD) Ltd,Clean & White,2X3.78L,11970,19656,0,August,2019, $5.75 ,
PriceSmart Clubs (TTD) Ltd,Clean & White,2X3.78L,15498,19656,0,September,2019, $5.75 ,
PriceSmart Clubs (TTD) Ltd,Clean & White,2X3.78L,18702,22428,0,October,2019, $5.75 ,
PriceSmart Clubs (TTD) Ltd,Clean & White,2X3.78L,11970,22428,0,November,2019, $5.75 ,
PriceSmart Clubs (TTD) Ltd,Clean & White,2X3.78L,30996,29484,1,December,2019, $5.75 ,
Renwick & Company Limited,Supreme,1.89L,300,300,1,January,2019, $6.22 ,
Renwick & Company Limited,Supreme,3.78L,545,400,1,January,2019, $6.56 ,
Renwick & Company Limited,Supreme,475ML,300,500,0,January,2019, $8.22 ,
Renwick & Company Limited,Supreme,950ML,520,500,1,January,2019, $6.78 ,
Renwick & Company Limited,Supreme,1.89L,550,300,1,February,2019, $6.22 ,
Renwick & Company Limited,Supreme,3.78L,883,400,1,February,2019, $6.56 ,
Renwick & Company Limited,Supreme,475ML,750,500,1,February,2019, $8.22 ,
Renwick & Company Limited,Supreme,950ML,800,500,1,February,2019, $6.78 ,
Renwick & Company Limited,Supreme,1.89L,300,600,0,March,2019, $6.22 ,
Renwick & Company Limited,Supreme,3.78L,500,800,0,March,2019, $6.56 ,
Renwick & Company Limited,Supreme,475ML,400,1000,0,March,2019, $8.22 ,
Renwick & Company Limited,Supreme,950ML,485,1000,0,March,2019, $6.78 ,
Renwick & Company Limited,Supreme,1.89L,300,300,1,April,2019, $6.22 ,
Renwick & Company Limited,Supreme,3.78L,700,400,1,April,2019, $6.56 ,
Renwick & Company Limited,Supreme,475ML,400,500,0,April,2019, $8.22 ,
Renwick & Company Limited,Supreme,950ML,220,500,0,April,2019, $6.78 ,
Renwick & Company Limited,Supreme,1.89L,350,300,1,May,2019, $6.22 ,
Renwick & Company Limited,Supreme,3.78L,1470,400,1,May,2019, $6.56 ,
Renwick & Company Limited,Supreme,475ML,550,500,1,May,2019, $8.22 ,
Renwick & Company Limited,Supreme,950ML,900,500,1,May,2019, $6.78 ,
Renwick & Company Limited,Supreme,1.89L,150,300,0,June,2019, $6.22 ,
Renwick & Company Limited,Supreme,3.78L,770,400,1,June,2019, $6.56 ,
Renwick & Company Limited,Supreme,475ML,200,500,0,June,2019, $8.22 ,
Renwick & Company Limited,Supreme,950ML,500,500,1,June,2019, $6.78 ,
Renwick & Company Limited,Supreme,1.89L,150,300,0,July,2019, $6.22 ,
Renwick & Company Limited,Supreme,3.78L,680,400,1,July,2019, $6.56 ,
Renwick & Company Limited,Supreme,475ML,300,500,0,July,2019, $8.22 ,
Renwick & Company Limited,Supreme,950ML,500,500,1,July,2019, $6.78 ,
Renwick & Company Limited,Supreme,1.89L,150,300,0,August,2019, $6.22 ,
Renwick & Company Limited,Supreme,3.78L,620,400,1,August,2019, $6.56 ,
Renwick & Company Limited,Supreme,475ML,380,500,0,August,2019, $8.22 ,
Renwick & Company Limited,Supreme,950ML,500,500,1,August,2019, $6.78 ,
Renwick & Company Limited,Supreme,1.89L,450,300,1,September,2019, $6.22 ,
Renwick & Company Limited,Supreme,3.78L,1320,400,1,September,2019, $6.56 ,
Renwick & Company Limited,Supreme,475ML,760,500,1,September,2019, $8.22 ,
Renwick & Company Limited,Supreme,950ML,750,500,1,September,2019, $6.78 ,
Renwick & Company Limited,Supreme,1.89L,200,600,0,October,2019, $6.22 ,
Renwick & Company Limited,Supreme,3.78L,700,800,0,October,2019, $6.56 ,
Renwick & Company Limited,Supreme,475ML,300,1000,0,October,2019, $8.22 ,
Renwick & Company Limited,Supreme,950ML,450,1000,0,October,2019, $6.78 ,
Renwick & Company Limited,Supreme,1.89L,300,300,1,November,2019, $6.22 ,
Renwick & Company Limited,Supreme,3.78L,500,400,1,November,2019, $6.56 ,
Renwick & Company Limited,Supreme,475ML,400,500,0,November,2019, $8.22 ,
Renwick & Company Limited,Supreme,950ML,500,500,1,November,2019, $6.78 ,
Renwick & Company Limited,Supreme,1.89L,300,300,1,December,2019, $6.22 ,
Renwick & Company Limited,Supreme,3.78L,600,400,1,December,2019, $6.56 ,
Renwick & Company Limited,Supreme,475ML,350,500,0,December,2019, $8.22 ,
Renwick & Company Limited,Supreme,950ML,450,500,0,December,2019, $6.78 ,
Rudisa Agencies N.V.,Clean & White,1.89L,1640,1200,1,January,2019, $5.83 ,
Rudisa Agencies N.V.,Clean & White,3.78L,2200,2500,0,January,2019, $5.34 ,
Rudisa Agencies N.V.,Clean & White,475ML,1420,1200,1,January,2019, $7.38 ,
Rudisa Agencies N.V.,Clean & White,950ML,1480,1600,0,January,2019, $6.20 ,
Rudisa Agencies N.V.,Clean & White,1.89L,0,1600,0,February,2019, $5.83 ,
Rudisa Agencies N.V.,Clean & White,3.78L,0,2500,0,February,2019, $5.34 ,
Rudisa Agencies N.V.,Clean & White,475ML,0,800,0,February,2019, $7.38 ,
